ay 	Aymara 	ltr 	Aymar 	en:Aymara language 	
thl 			Dangaura Tharu 	Individual 	Living
thm 			Aheu 	Individual 	Living
thn 			Thachanadan 	Individual 	Living
thp 			Thompson 	Individual 	Living
thq 			Kochila Tharu 	Individual 	Living
thr 			Rana Tharu 	Individual 	Living
ths 			Thakali 	Individual 	Living
tht 			Tahltan 	Individual 	Living
thu 			Thuri 	Individual 	Living
thv 			Tahaggart Tamahaq 	Individual 	Living
thy 			Tha 	Individual 	Living
thz 			Tayart Tamajeq 	Individual 	Living
tia 			Tidikelt Tamazight 	Individual 	Living
bod 	639-2/T: bod
bo 	Tibetan 	Individual 	Living
tic 			Tira 	Individual 	Living
tif 			Tifal 	Individual 	Living
tig 	tig 		Tigre 	Individual 	Living
tih 			Timugon Murut 	Individual 	Living 
tii 			Tiene 	Individual 	Living
tij 			Tilung 	Individual 	Living
tik 			Tikar 	Individual 	Living
til 			Tillamook 	Individual 	Extinct
tim 			Timbe 	Individual 	Living
tin 			Tindi 	Individual 	Living
tio 			Teop 	Individual 	Living
tip 			Trimuris 	Individual 	Living
tiq 			Tiéfo 	Individual 	Living
tir 	tir 	ti 	Tigrinya 	Individual 	Living
tis 			Masadiit Itneg 	Individual 	Living
tit 			Tinigua 	Individual 	Living
tiu 			Adasen 	Individual 	Living
tiv 	tiv 		Tiv 	Individual 	Living
tiw 			Tiwi 	Individual 	Living
tix 			Southern Tiwa 	Individual 	Living
tiy 			Tiruray 	Individual 	Living
tiz 			Tai Hongjin 	Individual 	Living
tja 			Tajuasohn 	Individual 	Living
tjg 			Tunjung 	Individual 	Living
tji 			Northern Tujia 	Individual 	Living
tjj 			Tjungundji 	Individual 	Living
tjl 			Tai Laing 	Individual 	Living
tjm 			Timucua 	Individual 	Extinct
tjn 			Tonjon 	Individual 	Extinct
tjo 			Temacine Tamazight 	Individual 	Living
tjp 			Tjupany 	Individual 	Living
tjs 			Southern Tujia 	Individual 	Living
tju 			Tjurruru 	Individual 	Extinct
tjw 			Djabwurrung 	Individual 	Living
tka 			Truká 	Individual 	Extinct
tkb 			Buksa 	Individual 	Living
tkd 			Tukudede 	Individual 	Living
tke 			Takwane 	Individual 	Living
tkf 			Tukumanféd 	Individual 	Extinct
tkg 			Tesaka Malagasy 	Individual 	Living
tkl 	tkl 		Tokelau 	Individual 	Living
tkm 			Takelma 	Individual 	Extinct
tkn 			Toku-No-Shima 	Individual 	Living
tkp 			Tikopia 	Individual 	Living
tkq 			Tee 	Individual 	Living
tkr 			Tsakhur 	Individual 	Living
tks 			Takestani 	Individual 	Living
tkt 			Kathoriya Tharu 	Individual 	Living
tku 			Upper Necaxa Totonac 	Individual 	Living
tkv 			Mur Pano 	Individual 	Living
tkw 			Teanu 	Individual 	Living
tkx 			Tangko 	Individual 	Living
tkz 			Takua 	Individual 	Living
tla 			Southwestern Tepehuan 	Individual 	Living
tlb 			Tobelo 	Individual 	Living
tlc 			Yecuatla Totonac 	Individual 	Living
tld 			Talaud 	Individual 	Living
tlf 			Telefol 	Individual 	Living
tlg 			Tofanma 	Individual 	Living
tlh 	tlh 		Klingon, tlhIngan Hol, tlhIngan-Hol 	Individual 	Constructed
tli 	tli 		Tlingit 	Individual 	Living
tlj 			Talinga-Bwisi 	Individual 	Living
tlk 			Taloki 	Individual 	Living
tll 			Tetela 	Individual 	Living
tlm 			Tolomako 	Individual 	Living
tln 			Talondo' 	Individual 	Living
tlo 			Talodi 	Individual 	Living
tlp 			Filomena Mata-Coahuitlán Totonac 	Individual 	Living
tlq 			Tai Loi 	Individual 	Living
tlr 			Talise 	Individual 	Living
tls 			Tambotalo 	Individual 	Living
tlt 			Sou Nama, Teluti 	Individual 	Living
tlu 			Tulehu 	Individual 	Living
tlv 			Taliabu 	Individual 	Living
tlx 			Khehek 	Individual 	Living
tly 			Talysh 	Individual 	Living
tma 			Tama (Chad) 	Individual 	Living
tmb 			Avava, Katbol 	Individual 	Living
tmc 			Tumak 	Individual 	Living
tmd 			Haruai 	Individual 	Living
tme 			Tremembé 	Individual 	Extinct
tmf 			Toba-Maskoy 	Individual 	Living
tmg 			Ternateño 	Individual 	Extinct
tmh 	tmh 		Tamashek 	Macrolanguage 	Living
tmi 			Tutuba 	Individual 	Living
tmj 			Samarokena 	Individual 	Living
tmk 			Northwestern Tamang 	Individual 	Living
tml 			Tamnim Citak 	Individual 	Living
tmm 			Tai Thanh 	Individual 	Living
tmn 			Taman (Indonesia) 	Individual 	Living
tmo 			Temoq 	Individual 	Living
tmq 			Tumleo 	Individual 	Living
tmr 			Jewish Babylonian Aramaic (ca. 200-1200 CE) 	Individual 	Extinct
tms 			Tima 	Individual 	Living
tmt 			Tasmate 	Individual 	Living
tmu 			Iau 	Individual 	Living
tmv 			Tembo (Motembo) 	Individual 	Living
tmw 			Temuan 	Individual 	Living
tmy 			Tami 	Individual 	Living
tmz 			Tamanaku 	Individual 	Extinct
tna 			Tacana 	Individual 	Living
tnb 			Western Tunebo 	Individual 	Living
tnc 			Tanimuca-Retuarã 	Individual 	Living
tnd 			Angosturas Tunebo 	Individual 	Living
tng 			Tobanga 	Individual 	Living
tnh 			Maiani 	Individual 	Living
tni 			Tandia 	Individual 	Living
tnk 			Kwamera 	Individual 	Living
tnl 			Lenakel 	Individual 	Living
tnm 			Tabla 	Individual 	Living
tnn 			North Tanna 	Individual 	Living
tno 			Toromono 	Individual 	Living
tnp 			Whitesands 	Individual 	Living
tnq 			Taino 	Individual 	Extinct
tnr 			Ménik 	Individual 	Living
tns 			Tenis 	Individual 	Living
tnt 			Tontemboan 	Individual 	Living
tnu 			Tay Khang 	Individual 	Living
tnv 			Tangchangya 	Individual 	Living
tnw 			Tonsawang 	Individual 	Living
tnx 			Tanema 	Individual 	Living
tny 			Tongwe 	Individual 	Living
tnz 			Ten'edn 	Individual 	Living
tob 			Toba 	Individual 	Living
toc 			Coyutla Totonac 	Individual 	Living
tod 			Toma 	Individual 	Living
tof 			Gizrra 	Individual 	Living
tog 	tog 		Tonga (Nyasa) 	Individual 	Living
toh 			Gitonga 	Individual 	Living
toi 			Tonga (Zambia) 	Individual 	Living
toj 			Tojolabal 	Individual 	Living
tol 			Tolowa 	Individual 	Extinct
tom 			Tombulu 	Individual 	Living
ton 	ton 	to 	Tonga (Tonga Islands) 	Individual 	Living
too 			Xicotepec De Juárez Totonac 	Individual 	Living
top 			Papantla Totonac 	Individual 	Living
toq 			Toposa 	Individual 	Living
tor 			Togbo-Vara Banda 	Individual 	Living
tos 			Highland Totonac 	Individual 	Living
tou 			Tho 	Individual 	Living
tov 			Upper Taromi 	Individual 	Living
tow 			Jemez 	Individual 	Living
tox 			Tobian 	Individual 	Living
toy 			Topoiyo 	Individual 	Living
toz 			To 	Individual 	Living
tpa 			Taupota 	Individual 	Living
tpc 			Azoyú Me'phaa, Azoyú Tlapanec 	Individual 	Living
tpe 			Tippera 	Individual 	Living
tpf 			Tarpia 	Individual 	Living
tpg 			Kula 	Individual 	Living
tpi 	tpi 		Tok Pisin 	Individual 	Living
tpj 			Tapieté 	Individual 	Living
tpk 			Tupinikin 	Individual 	Extinct
tpl 			Tlacoapa Me'phaa, Tlacoapa Tlapanec 	Individual 	Living
tpm 			Tampulma 	Individual 	Living
tpn 			Tupinambá 	Individual 	Extinct
tpo 			Tai Pao 	Individual 	Living
tpp 			Pisaflores Tepehua 	Individual 	Living
tpq 			Tukpa 	Individual 	Living
tpr 			Tuparí 	Individual 	Living
tpt 			Tlachichilco Tepehua 	Individual 	Living
tpu 			Tampuan 	Individual 	Living
tpv 			Tanapag 	Individual 	Living
tpw 			Tupí 	Individual 	Extinct
tpx 			Acatepec Me'phaa, Acatepec Tlapanec 	Individual 	Living
tpy 			Trumai 	Individual 	Living
tpz 			Tinputz 	Individual 	Living
tqb 			Tembé 	Individual 	Living
tql 			Lehali 	Individual 	Living
tqm 			Turumsa 	Individual 	Living
tqn 			Tenino 	Individual 	Living
tqo 			Toaripi 	Individual 	Living
tqp 			Tomoip 	Individual 	Living
tqq 			Tunni 	Individual 	Living
tqr 			Torona 	Individual 	Extinct
tqt 			Western Totonac 	Individual 	Living
tqu 			Touo 	Individual 	Living
tqw 			Tonkawa 	Individual 	Extinct
tra 			Tirahi 	Individual 	Living
trb 			Terebu 	Individual 	Living
trc 			Copala Triqui 	Individual 	Living
trd 			Turi 	Individual 	Living
tre 			East Tarangan 	Individual 	Living
trf 			Trinidadian Creole English 	Individual 	Living
trg 			Lishán Didán 	Individual 	Living
trh 			Turaka 	Individual 	Living
tri 			Trió 	Individual 	Living
trj 			Toram 	Individual 	Living
	trk 		Turkic languages 	Collective 	Genetic
trl 			Traveller Scottish 	Individual 	Living
trm 			Tregami 	Individual 	Living
trn 			Trinitario 	Individual 	Living
tro 			Tarao Naga 	Individual 	Living
trp 			Kok Borok 	Individual 	Living
trq 			San Martín Itunyoso Triqui 	Individual 	Living
trr 			Taushiro 	Individual 	Living
trs 			Chicahuaxtla Triqui 	Individual 	Living
trt 			Tunggare 	Individual 	Living
tru 			Surayt, Turoyo 	Individual 	Living
trv 			Taroko 	Individual 	Living
trw 			Torwali 	Individual 	Living
trx 			Tringgus-Sembaan Bidayuh 	Individual 	Living
try 			Turung 	Individual 	Extinct
trz 			Torá 	Individual 	Extinct
tsa 			Tsaangi 	Individual 	Living
tsb 			Tsamai 	Individual 	Living
tsc 			Tswa 	Individual 	Living
tsd 			Tsakonian 	Individual 	Living
tse 			Tunisian Sign Language 	Individual 	Living
tsg 			Tausug 	Individual 	Living
tsh 			Tsuvan 	Individual 	Living
tsi 	tsi 		Tsimshian 	Individual 	Living
tsj 			Tshangla 	Individual 	Living
tsk 			Tseku 	Individual 	Living
tsl 			Ts'ün-Lao 	Individual 	Living
tsm 			Türk İşaret Dili, Turkish Sign Language 	Individual 	Living
tsn 	tsn 	tn 	Tswana 	Individual 	Living
tso 	tso 	ts 	Tsonga 	Individual 	Living
tsp 			Northern Toussian 	Individual 	Living
tsq 			Thai Sign Language 	Individual 	Living
tsr 			Akei 	Individual 	Living
tss 			Taiwan Sign Language 	Individual 	Living
tst 			Tondi Songway Kiini 	Individual 	Living
tsu 			Tsou 	Individual 	Living
tsv 			Tsogo 	Individual 	Living
tsw 			Tsishingini 	Individual 	Living
tsx 			Mubami 	Individual 	Living
tsy 			Tebul Sign Language 	Individual 	Living
tsz 			Purepecha 	Individual 	Living
tta 			Tutelo 	Individual 	Extinct
ttb 			Gaa 	Individual 	Living
ttc 			Tektiteko 	Individual 	Living
ttd 			Tauade 	Individual 	Living
tte 			Bwanabwana 	Individual 	Living
ttf 			Tuotomb 	Individual 	Living
ttg 			Tutong 	Individual 	Living
tth 			Upper Ta'oih 	Individual 	Living
tti 			Tobati 	Individual 	Living
ttj 			Tooro 	Individual 	Living
ttk 			Totoro 	Individual 	Living
ttl 			Totela 	Individual 	Living
ttm 			Northern Tutchone 	Individual 	Living
ttn 			Towei 	Individual 	Living
tto 			Lower Ta'oih 	Individual 	Living
ttp 			Tombelala 	Individual 	Living
ttq 			Tawallammat Tamajaq 	Individual 	Living
ttr 			Tera 	Individual 	Living
tts 			Northeastern Thai 	Individual 	Living
ttt 			Muslim Tat 	Individual 	Living
ttu 			Torau 	Individual 	Living
ttv 			Titan 	Individual 	Living
ttw 			Long Wat 	Individual 	Living
tty 			Sikaritai 	Individual 	Living
ttz 			Tsum 	Individual 	Living
tua 			Wiarumus 	Individual 	Living
tub 			Tübatulabal 	Individual 	Extinct
tuc 			Mutu 	Individual 	Living
tud 			Tuxá 	Individual 	Extinct
tue 			Tuyuca 	Individual 	Living
tuf 			Central Tunebo 	Individual 	Living
tug 			Tunia 	Individual 	Living
tuh 			Taulil 	Individual 	Living
tui 			Tupuri 	Individual 	Living
tuj 			Tugutil 	Individual 	Living
tuk 	tuk 	tk 	Turkmen 	Individual 	Living
tul 			Tula 	Individual 	Living
tum 	tum 		Tumbuka 	Individual 	Living
tun 			Tunica 	Individual 	Living
tuo 			Tucano 	Individual 	Living
	tup 		Tupi languages 	Collective 	Genetic
tuq 			Tedaga 	Individual 	Living
tur 	tur 	tr 	Turkish 	Individual 	Living
tus 			Tuscarora 	Individual 	Living
	tut 		Altaic languages 	Collective 	Genetic
tuu 			Tututni 	Individual 	Living
tuv 			Turkana 	Individual 	Living
	tuw 		Tungus languages 	Collective 	Genetic
tux 			Tuxináwa 	Individual 	Extinct
tuy 			Tugen 	Individual 	Living
tuz 			Turka 	Individual 	Living
tva 			Vaghua 	Individual 	Living
tvd 			Tsuvadi 	Individual 	Living
tve 			Te'un 	Individual 	Living
tvk 			Southeast Ambrym 	Individual 	Living
tvl 	tvl 		Tuvalu 	Individual 	Living
tvm 			Tela-Masbuar 	Individual 	Living
tvn 			Tavoyan 	Individual 	Living
tvo 			Tidore 	Individual 	Living
tvs 			Taveta 	Individual 	Living
tvt 			Tutsa Naga 	Individual 	Living
tvu 			Tunen 	Individual 	Living
tvw 			Sedoa 	Individual 	Living
tvx 			Taivoan 	Individual 	Extinct
tvy 			Timor Pidgin 	Individual 	Extinct
twa 			Twana 	Individual 	Extinct
twb 			Western Tawbuid 	Individual 	Living
twc 			Teshenawa 	Individual 	Extinct
twd 			Twents 	Individual 	Living
twe 			Tewa (Indonesia) 	Individual 	Living
twf 			Northern Tiwa 	Individual 	Living
twg 			Tereweng 	Individual 	Living
twh 			Tai Dón 	Individual 	Living
twi 	twi 	tw 	Twi 	Individual 	Living
twl 			Tawara 	Individual 	Living
twm 			Tawang Monpa 	Individual 	Living
twn 			Twendi 	Individual 	Living
two 			Tswapong 	Individual 	Living
twp 			Ere 	Individual 	Living
twq 			Tasawaq 	Individual 	Living
twr 			Southwestern Tarahumara 	Individual 	Living
twt 			Turiwára 	Individual 	Extinct
twu 			Termanu 	Individual 	Living
tww 			Tuwari 	Individual 	Living
twx 			Tewe 	Individual 	Living
twy 			Tawoyan 	Individual 	Living
txa 			Tombonuo 	Individual 	Living
txb 			Tokharian B 	Individual 	Ancient
txc 			Tsetsaut 	Individual 	Extinct
txe 			Totoli 	Individual 	Living
txg 			Tangut 	Individual 	Ancient
txh 			Thracian 	Individual 	Ancient
txi 			Ikpeng 	Individual 	Living
txj 			Tarjumo 	Individual 	Living
txm 			Tomini 	Individual 	Living
txn 			West Tarangan 	Individual 	Living
txo 			Toto 	Individual 	Living
txq 			Tii 	Individual 	Living
txr 			Tartessian 	Individual 	Ancient
txs 			Tonsea 	Individual 	Living
txt 			Citak 	Individual 	Living
txu 			Kayapó 	Individual 	Living
txx 			Tatana 	Individual 	Living
txy 			Tanosy Malagasy 	Individual 	Living
tya 			Tauya 	Individual 	Living
tye 			Kyanga 	Individual 	Living
tyh 			O'du 	Individual 	Living
tyi 			Teke-Tsaayi 	Individual 	Living
tyj 			Tai Do, Tai Yo 	Individual 	Living
tyl 			Thu Lao 	Individual 	Living
tyn 			Kombai 	Individual 	Living
typ 			Thaypan 	Individual 	Extinct
tyr 			Tai Daeng 	Individual 	Living
tys 			Tày Sa Pa 	Individual 	Living
tyt 			Tày Tac 	Individual 	Living
tyu 			Kua 	Individual 	Living
tyv 	tyv 		Tuvinian 	Individual 	Living
tyx 			Teke-Tyee 	Individual 	Living
tyy 			Tiyaa 	Individual 	Living
tyz 			Tày 	Individual 	Living
tza 			Tanzanian Sign Language 	Individual 	Living
tzh 			Tzeltal 	Individual 	Living
tzj 			Tz'utujil 	Individual 	Living
tzl 			Talossan 	Individual 	Constructed
tzm 			Central Atlas Tamazight 	Individual 	Living
tzn 			Tugun 	Individual 	Living
tzo 			Tzotzil 	Individual 	Living
tzx 			Tabriak 	Individual 	Living 
uam 			Uamué 	Individual 	Extinct
uan 			Kuan 	Individual 	Living
uar 			Tairuma 	Individual 	Living
uba 			Ubang 	Individual 	Living
ubi 			Ubi 	Individual 	Living
ubl 			Buhi'non Bikol 	Individual 	Living
ubr 			Ubir 	Individual 	Living
ubu 			Umbu-Ungu 	Individual 	Living
uby 			Ubykh 	Individual 	Extinct
uda 			Uda 	Individual 	Living
ude 			Udihe 	Individual 	Living
udg 			Muduga 	Individual 	Living
udi 			Udi 	Individual 	Living
udj 			Ujir 	Individual 	Living
udl 			Wuzlam 	Individual 	Living
udm 	udm 		Udmurt 	Individual 	Living
udu 			Uduk 	Individual 	Living
ues 			Kioko 	Individual 	Living
ufi 			Ufim 	Individual 	Living
uga 	uga 		Ugaritic 	Individual 	Ancient
ugb 			Kuku-Ugbanh 	Individual 	Extinct
uge 			Ughele 	Individual 	Living
ugn 			Ugandan Sign Language 	Individual 	Living
ugo 			Ugong 	Individual 	Living
ugy 			Uruguayan Sign Language 	Individual 	Living
uha 			Uhami 	Individual 	Living
uhn 			Damal 	Individual 	Living
uig 	uig 	ug 	Uighur, Uyghur 	Individual 	Living
uis 			Uisai 	Individual 	Living
uiv 			Iyive 	Individual 	Living
uji 			Tanjijili 	Individual 	Living
uka 			Kaburi 	Individual 	Living
ukg 			Ukuriguma 	Individual 	Living
ukh 			Ukhwejo 	Individual 	Living
uki 			Kui (India) 	Individual 	Living
ukk 			Muak Sa-aak 	Individual 	Living
ukl 			Ukrainian Sign Language 	Individual 	Living
ukp 			Ukpe-Bayobiri 	Individual 	Living
ukq 			Ukwa 	Individual 	Living
ukr 	ukr 	uk 	Ukrainian 	Individual 	Living
uks 			Kaapor Sign Language, Urubú-Kaapor Sign Language 	Individual 	Living
uku 			Ukue 	Individual 	Living
ukv 			Kuku 	Individual 	Living
ukw 			Ukwuani-Aboh-Ndoni 	Individual 	Living
uky 			Kuuk-Yak 	Individual 	Extinct
ula 			Fungwa 	Individual 	Living
ulb 			Ulukwumi 	Individual 	Living
ulc 			Ulch 	Individual 	Living
ule 			Lule 	Individual 	Extinct
ulf 			Afra, Usku 	Individual 	Living
uli 			Ulithian 	Individual 	Living
ulk 			Meriam, Meriam Mir 	Individual 	Living
ull 			Ullatan 	Individual 	Living
ulm 			Ulumanda' 	Individual 	Living
uln 			Unserdeutsch 	Individual 	Living
ulu 			Uma' Lung 	Individual 	Living
ulw 			Ulwa 	Individual 	Living
uma 			Umatilla 	Individual 	Living
umb 	umb 		Umbundu 	Individual 	Living
umc 			Marrucinian 	Individual 	Ancient
umd 			Umbindhamu 	Individual 	Extinct
umg 			Morrobalama, Umbuygamu 	Individual 	Extinct
umi 			Ukit 	Individual 	Living
umm 			Umon 	Individual 	Living
umn 			Makyan Naga 	Individual 	Living
umo 			Umotína 	Individual 	Extinct
ump 			Umpila 	Individual 	Living
umr 			Umbugarla 	Individual 	Extinct
ums 			Pendau 	Individual 	Living
umu 			Munsee 	Individual 	Living
una 			North Watut 	Individual 	Living
und 	und 		Undetermined 	Special 	Special
une 			Uneme 	Individual 	Living
ung 			Ngarinyin 	Individual 	Living
uni 			Uni 	Individual 	Living
unk 			Enawené-Nawé 	Individual 	Living
unm 			Unami 	Individual 	Extinct
unn 			Kurnai 	Individual 	Living
unr 			Mundari 	Individual 	Living
unu 			Unubahe 	Individual 	Living
unx 			Munda 	Individual 	Living
unz 			Unde Kaili 	Individual 	Living
upi 			Umeda 	Individual 	Living
upv 			Uripiv-Wala-Rano-Atchin 	Individual 	Living
ura 			Urarina 	Individual 	Living
urb 			Kaapor, Urubú-Kaapor 	Individual 	Living
urc 			Urningangg 	Individual 	Extinct
urd 	urd 	ur 	Urdu 	Individual 	Living
ure 			Uru 	Individual 	Living
urf 			Uradhi 	Individual 	Extinct
urg 			Urigina 	Individual 	Living
urh 			Urhobo 	Individual 	Living
uri 			Urim 	Individual 	Living
	urj 		Uralic languages 	Collective 	Genetic
urk 			Urak Lawoi' 	Individual 	Living
url 			Urali 	Individual 	Living
urm 			Urapmin 	Individual 	Living
urn 			Uruangnirin 	Individual 	Living
uro 			Ura (Papua New Guinea) 	Individual 	Living
urp 			Uru-Pa-In 	Individual 	Living
urr 			Lehalurup, Löyöp 	Individual 	Living
urt 			Urat 	Individual 	Living
uru 			Urumi 	Individual 	Extinct
urv 			Uruava 	Individual 	Extinct
urw 			Sop 	Individual 	Living
urx 			Urimo 	Individual 	Living
ury 			Orya 	Individual 	Living
urz 			Uru-Eu-Wau-Wau 	Individual 	Living
usa 			Usarufa 	Individual 	Living
ush 			Ushojo 	Individual 	Living
usi 			Usui 	Individual 	Living
usk 			Usaghade 	Individual 	Living
usp 			Uspanteco 	Individual 	Living
uss 			us-Saare 	Individual 	Living
usu 			Uya 	Individual 	Living
uta 			Otank 	Individual 	Living
ute 			Ute-Southern Paiute 	Individual 	Living
uth 			ut-Hun 	Individual 	Living
utp 			Amba (Solomon Islands) 	Individual 	Living
utr 			Etulo 	Individual 	Living
utu 			Utu 	Individual 	Living
uum 			Urum 	Individual 	Living
uun 			Kulon-Pazeh 	Individual 	Living
uur 			Ura (Vanuatu) 	Individual 	Living
uuu 			U 	Individual 	Living
uve 			Fagauvea, West Uvean 	Individual 	Living
uvh 			Uri 	Individual 	Living
uvl 			Lote 	Individual 	Living
uwa 			Kuku-Uwanh 	Individual 	Living
uya 			Doko-Uyanga 	Individual 	Living
uzb 	uzb 	uz 	Uzbek 	Macrolanguage 	Living
uzn 			Northern Uzbek 	Individual 	Living
uzs 			Southern Uzbek 	Individual 	Living 
vaa 		Vaagri Booli 	Individual 	Living
vae 		Vale 	Individual 	Living
vaf 		Vafsi 	Individual 	Living
vag 		Vagla 	Individual 	Living
vah 		Varhadi-Nagpuri 	Individual 	Living
vai 	vai 	Vai 	Individual 	Living
vaj 		Northwestern !Kung, Northwestern ǃKung, Sekele, Vasekele 	Individual 	Living
val 		Vehes 	Individual 	Living
vam 		Vanimo 	Individual 	Living
van 		Valman 	Individual 	Living
vao 		Vao 	Individual 	Living
vap 		Vaiphei 	Individual 	Living
var 		Huarijio 	Individual 	Living
vas 		Vasavi 	Individual 	Living 
vau 			Vanuma 	Individual 	Living
vav 			Varli 	Individual 	Living
vay 			Wayu 	Individual 	Living
